###OVERALL POINTS LEADERS - Who has scored the most points this season?
**Rank**|**League**|**TEAM**|**PF**
:-:|:-:|:-:|:--
170|Bourque|Better Harder Faster Pronger|926.08
171|Recchi|Cammalleri Toews|925.07
172|Yzerman|Don't Toews Me Bro|924.35
173|Jagr|Malkin in the Middle|922.94
174|Roy|Pickle Sunrise|922.66
175|Howe|Capital Punishment|919.06
176|Recchi|Carl Seguin|918.24
177|Coffey|I Can Phil It In The Air Tonight|914.13
178|Jagr|Odd-man break|913.15
179|Jagr|Trans-Siberian Snipe Show|912.19
180|Coffey|Slew Foot Syndicate|911.06
181|Coffey|These Pretzels are Malkin me Thirsty|908.83
182|Lemieux|Pastrnak the Purcell|906.94
183|Dionne|Mill-e-wah-que|901.69
184|Francis|Magic Slippery Stuff|897.48
185|Sakic|#SaveTheTables|893.89
186|Yzerman|Devan the Dudenyk|893.82
187|Sakic|Your Pun Sucks|892.47
188|Coffey|Dany Heatley's Limo Service|891.79
189|Sakic|Pompous Cake Eaters|891.64
190|Francis|The Kessel Run|891.03
191|Lemieux|The People's Front of Judea|883.23
192|Dionne|Ice Roosters|879.69
193|Hasek|Kurri Farts|875.1
194|Recchi|Giroux've Got to Be Kidding Me|874.15
195|Dionne|cherub|869.78
196|Bourque|Just the Tip|869.38
197|Yzerman|2hot2yandle|864.08
198|Lemieux|Dr. Peng's Army|863.57
199|Messier|Parenteau Guidance|863.09
200|Messier|Larkin in the Shadows|861.16
201|Dionne|Guardian of the Galaxy|860.78
202|Brodeur|That's What She Saad|857.05
203|Esposito|Wu LeTang Clan|855.69
204|Jagr|kaner? I barely know her!|854.02
205|Sakic|Ovechtrick|839.71
206|Recchi|Top Banter|836.07
207|Sakic|Gary Bettman Fan Club|830.24
208|Howe|Blue & White Disease|826.84
209|Lemieux|Octopussy|826.72
210|Jagr|sanddemonn|826.51
211|Lemieux|DID I S-S-SUTER?|826.17
212|Messier|Pentium Dual-Corbs|823.06
213|Yzerman|Yeah, Last Time I Checked Heater Clapped 50in07|821.73
214|Coffey|Sutter's Sayings|819.03
215|Recchi|Mike Hunt|817.88
216|Coffey|Scranton Stranglers|815.33
217|Howe|Holy Goalie, Batman!|807.67
218|Bourque|Crosby's Mayo Boy House|797.45
219|Howe|Good Kid, S.A.A.D City|782.65
220|Messier|The Green Men's Eggos|775.59
221|Coffey|Acadian Fisherman|771.6
222|Coffey|LGR|764.26
223|Messier|Seguin "Grassy Knoll" Snipers|741.08
224|Francis|Saint's Row|672.29
-----

*A previous rank of NR means the team has most likely changed their name since then - working on a workaround for this.*

